prefix,Code,Description
Icd10Code,V392,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V393,Occupant [any] of three-wheeled motor vehicle injured in unspecified nontraffic accident
Icd10Code,V394,Driver injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V395,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V396,Unspecified occupant of three-wheeled motor vehicle injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V398,Occupant [any] of three-wheeled motor vehicle injured in other specified transport accidents
Icd10Code,V399,Occupant [any] of three-wheeled motor vehicle injured in unspecified traffic accident
Icd10Code,V40,Car occupant injured in collision with pedestrian or animal
Icd10Code,V400,Car occupant injured in collision with pedestrian or animal: Driver injured in nontraffic accident
Icd10Code,V401,Car occupant injured in collision with pedestrian or animal: Passenger injured in nontraffic accident
Icd10Code,V402,Car occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V403,Car occupant injured in collision with pedestrian or animal: Unspecified car occupant injured in nontraffic accident
Icd10Code,V404,Car occupant injured in collision with pedestrian or animal: Person injured while boarding or alighting
Icd10Code,V405,Car occupant injured in collision with pedestrian or animal: Driver injured in traffic accident
Icd10Code,V406,Car occupant injured in collision with pedestrian or animal: Passenger injured in traffic accident
Icd10Code,V407,Car occupant injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident
Icd10Code,V409,Car occupant injured in collision with pedestrian or animal: Unspecified car occupant injured in traffic accident
Icd10Code,V41,Car occupant injured in collision with pedal cycle
Icd10Code,V410,Car occupant injured in collision with pedal cycle: Driver injured in nontraffic accident
Icd10Code,V411,Car occupant injured in collision with pedal cycle: Passenger injured in nontraffic accident
Icd10Code,V412,Car occupant injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V413,Car occupant injured in collision with pedal cycle: Unspecified car occupant injured in nontraffic accident
Icd10Code,V414,Car occupant injured in collision with pedal cycle: Person injured while boarding or alighting
Icd10Code,V415,Car occupant injured in collision with pedal cycle: Driver injured in traffic accident
Icd10Code,V416,Car occupant injured in collision with pedal cycle: Passenger injured in traffic accident
Icd10Code,V417,Car occupant injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident
Icd10Code,V419,Car occupant injured in collision with pedal cycle: Unspecified car occupant injured in traffic accident
Icd10Code,V42,Car occupant injured in collision with two- or three-wheeled motor vehicle
Icd10Code,V420,Car occupant injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident
Icd10Code,V421,Car occupant injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident
Icd10Code,V422,Car occupant injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V423,Car occupant injured in collision with two- or three-wheeled motor vehicle: Unspecified car occupant injured in nontraffic accident
Icd10Code,V424,Car occupant injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting
Icd10Code,V425,Car occupant injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident
Icd10Code,V426,Car occupant injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident
Icd10Code,V427,Car occupant injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V429,Car occupant injured in collision with two- or three-wheeled motor vehicle: Unspecified car occupant injured in traffic accident
Icd10Code,V43,"Car occupant injured in collision with car, pick-up truck or van"
Icd10Code,V430,"Car occupant injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident"
Icd10Code,V431,"Car occupant injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident"
Icd10Code,V432,"Car occupant injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident"
Icd10Code,V433,"Car occupant injured in collision with car, pick-up truck or van: Unspecified car occupant injured in nontraffic accident"
Icd10Code,V434,"Car occupant injured in collision with car, pick-up truck or van: Person injured while boarding or alighting"
Icd10Code,V435,"Car occupant injured in collision with car, pick-up truck or van: Driver injured in traffic accident"
Icd10Code,V436,"Car occupant injured in collision with car, pick-up truck or van: Passenger injured in traffic accident"
Icd10Code,V437,"Car occupant injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident"
Icd10Code,V439,"Car occupant injured in collision with car, pick-up truck or van: Unspecified car occupant injured in traffic accident"
Icd10Code,V44,Car occupant injured in collision with heavy transport vehicle or bus
Icd10Code,V440,Car occupant injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident
Icd10Code,V441,Car occupant injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident
Icd10Code,V442,Car occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V443,Car occupant injured in collision with heavy transport vehicle or bus: Unspecified car occupant injured in nontraffic accident
Icd10Code,V444,Car occupant injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting
Icd10Code,V445,Car occupant injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident
Icd10Code,V446,Car occupant injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident
Icd10Code,V447,Car occupant injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident
Icd10Code,V449,Car occupant injured in collision with heavy transport vehicle or bus: Unspecified car occupant injured in traffic accident
Icd10Code,V45,Car occupant injured in collision with railway train or railway vehicle
Icd10Code,V450,Car occupant injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident
Icd10Code,V451,Car occupant injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident
Icd10Code,V452,Car occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V453,Car occupant injured in collision with railway train or railway vehicle: Unspecified car occupant injured in nontraffic accident
Icd10Code,V454,Car occupant injured in collision with railway train or railway vehicle: Person injured while boarding or alighting
Icd10Code,V455,Car occupant injured in collision with railway train or railway vehicle: Driver injured in traffic accident
Icd10Code,V456,Car occupant injured in collision with railway train or railway vehicle: Passenger injured in traffic accident
Icd10Code,V457,Car occupant injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V459,Car occupant injured in collision with railway train or railway vehicle: Unspecified car occupant injured in traffic accident
Icd10Code,V46,Car occupant injured in collision with other nonmotor vehicle
Icd10Code,V460,Car occupant injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident
Icd10Code,V461,Car occupant injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident
Icd10Code,V462,Car occupant injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V463,Car occupant injured in collision with other nonmotor vehicle: Unspecified car occupant injured in nontraffic accident
Icd10Code,V464,Car occupant injured in collision with other nonmotor vehicle: Person injured while boarding or alighting
Icd10Code,V465,Car occupant injured in collision with other nonmotor vehicle: Driver injured in traffic accident
Icd10Code,V466,Car occupant injured in collision with other nonmotor vehicle: Passenger injured in traffic accident
Icd10Code,V467,Car occupant injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V469,Car occupant injured in collision with other nonmotor vehicle: Unspecified car occupant injured in traffic accident
Icd10Code,V47,Car occupant injured in collision with fixed or stationary object
Icd10Code,V470,Car occupant injured in collision with fixed or stationary object: Driver injured in nontraffic accident
Icd10Code,V471,Car occupant injured in collision with fixed or stationary object: Passenger injured in nontraffic accident
Icd10Code,V472,Car occupant injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V473,Car occupant injured in collision with fixed or stationary object: Unspecified car occupant injured in nontraffic accident
Icd10Code,V474,Car occupant injured in collision with fixed or stationary object: Person injured while boarding or alighting
Icd10Code,V475,Car occupant injured in collision with fixed or stationary object: Driver injured in traffic accident
Icd10Code,V476,Car occupant injured in collision with fixed or stationary object: Passenger injured in traffic accident
Icd10Code,V477,Car occupant injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident
Icd10Code,V479,Car occupant injured in collision with fixed or stationary object: Unspecified car occupant injured in traffic accident
Icd10Code,V48,Car occupant injured in noncollision transport accident
Icd10Code,V480,Car occupant injured in noncollision transport accident: Driver injured in nontraffic accident
Icd10Code,V481,Car occupant injured in noncollision transport accident: Passenger injured in nontraffic accident
Icd10Code,V482,Car occupant injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V483,Car occupant injured in noncollision transport accident: Unspecified car occupant injured in nontraffic accident
Icd10Code,V484,Car occupant injured in noncollision transport accident: Person injured while boarding or alighting
Icd10Code,V485,Car occupant injured in noncollision transport accident: Driver injured in traffic accident
Icd10Code,V486,Car occupant injured in noncollision transport accident: Passenger injured in traffic accident
Icd10Code,V487,Car occupant injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident
Icd10Code,V489,Car occupant injured in noncollision transport accident: Unspecified car occupant injured in traffic accident
Icd10Code,V49,Car occupant injured in other and unspecified transport accidents
Icd10Code,V490,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V491,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V492,Unspecified car occupant injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V493,Car occupant [any] injured in unspecified nontraffic accident
Icd10Code,V494,Driver injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V495,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V496,Unspecified car occupant injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V498,Car occupant [any] injured in other specified transport accidents
Icd10Code,V499,Car occupant [any] injured in unspecified traffic accident
Icd10Code,V50,Occupant of pick-up truck or van injured in collision with pedestrian or animal
Icd10Code,V500,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Driver injured in nontraffic accident
Icd10Code,V501,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Passenger injured in nontraffic accident
Icd10Code,V502,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V503,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Unspecified occupant of pick-up truck or van injured in nontraffic accident
Icd10Code,V504,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person injured while boarding or alighting
Icd10Code,V505,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Driver injured in traffic accident
Icd10Code,V506,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Passenger injured in traffic accident
Icd10Code,V507,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident
Icd10Code,V509,Occupant of pick-up truck or van injured in collision with pedestrian or animal: Unspecified occupant of pick-up truck or van injured in traffic accident
Icd10Code,V51,Occupant of pick-up truck or van injured in collision with pedal cycle
Icd10Code,V510,Occupant of pick-up truck or van injured in collision with pedal cycle: Driver injured in nontraffic accident
Icd10Code,V511,Occupant of pick-up truck or van injured in collision with pedal cycle: Passenger injured in nontraffic accident
Icd10Code,V512,Occupant of pick-up truck or van injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V513,Occupant of pick-up truck or van injured in collision with pedal cycle: Unspecified occupant of pick-up truck or van injured in nontraffic accident
Icd10Code,V514,Occupant of pick-up truck or van injured in collision with pedal cycle: Person injured while boarding or alighting
Icd10Code,V515,Occupant of pick-up truck or van injured in collision with pedal cycle: Driver injured in traffic accident
Icd10Code,V516,Occupant of pick-up truck or van injured in collision with pedal cycle: Passenger injured in traffic accident
Icd10Code,V517,Occupant of pick-up truck or van injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident
Icd10Code,V519,Occupant of pick-up truck or van injured in collision with pedal cycle: Unspecified occupant of pick-up truck or van injured in traffic accident
Icd10Code,V52,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle
Icd10Code,V520,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident
Icd10Code,V521,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident
Icd10Code,V522,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V523,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of pick-up truck or van injured in nontraffic accident
Icd10Code,V524,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting
Icd10Code,V525,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident
Icd10Code,V526,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident
Icd10Code,V527,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V529,Occupant of pick-up truck or van injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of pick-up truck or van injured in traffic accident
Icd10Code,V53,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van"
Icd10Code,V530,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident"
Icd10Code,V531,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident"
Icd10Code,V532,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident"
Icd10Code,V533,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in nontraffic accident"
Icd10Code,V534,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person injured while boarding or alighting"
Icd10Code,V535,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Driver injured in traffic accident"
Icd10Code,V536,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Passenger injured in traffic accident"
Icd10Code,V537,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident"
Icd10Code,V539,"Occupant of pick-up truck or van injured in collision with car, pick-up truck or van: Unspecified occupant of pick-up truck or van injured in traffic accident"
Icd10Code,V54,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus
Icd10Code,V540,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident
Icd10Code,V541,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident
Icd10Code,V542,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V543,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in nontraffic accident
Icd10Code,V544,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting
Icd10Code,V545,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident
Icd10Code,V546,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident
Icd10Code,V547,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident
Icd10Code,V549,Occupant of pick-up truck or van injured in collision with heavy transport vehicle or bus: Unspecified occupant of pick-up truck or van injured in traffic accident
Icd10Code,V55,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle
Icd10Code,V550,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident
Icd10Code,V551,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident
Icd10Code,V552,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V553,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Unspecified occupant of pick-up truck or van injured in nontraffic accident
Icd10Code,V554,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person injured while boarding or alighting
Icd10Code,V555,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Driver injured in traffic accident
Icd10Code,V556,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Passenger injured in traffic accident
Icd10Code,V557,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V559,Occupant of pick-up truck or van injured in collision with railway train or railway vehicle: Unspecified occupant of pick-up truck or van injured in traffic accident
Icd10Code,V56,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle
Icd10Code,V560,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident
Icd10Code,V561,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident
Icd10Code,V562,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V563,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Unspecified occupant of pick-up truck or van injured in nontraffic accident
Icd10Code,V564,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Person injured while boarding or alighting
Icd10Code,V565,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Driver injured in traffic accident
Icd10Code,V566,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Passenger injured in traffic accident
Icd10Code,V567,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V569,Occupant of pick-up truck or van injured in collision with other nonmotor vehicle: Unspecified occupant of pick-up truck or van injured in traffic accident
Icd10Code,V57,Occupant of pick-up truck or van injured in collision with fixed or stationary object
Icd10Code,V570,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Driver injured in nontraffic accident
Icd10Code,V571,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Passenger injured in nontraffic accident
Icd10Code,V572,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V573,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Unspecified occupant of pick-up truck or van injured in nontraffic accident
Icd10Code,V574,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Person injured while boarding or alighting
Icd10Code,V575,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Driver injured in traffic accident
Icd10Code,V576,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Passenger injured in traffic accident
Icd10Code,V577,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Person on outside of vehicle injured in traffic accident
Icd10Code,V579,Occupant of pick-up truck or van injured in collision with fixed or stationary object: Unspecified occupant of pick-up truck or van injured in traffic accident
Icd10Code,V58,Occupant of pick-up truck or van injured in noncollision transport accident
Icd10Code,V580,Occupant of pick-up truck or van injured in noncollision transport accident: Driver injured in nontraffic accident
Icd10Code,V581,Occupant of pick-up truck or van injured in noncollision transport accident: Passenger injured in nontraffic accident
Icd10Code,V582,Occupant of pick-up truck or van injured in noncollision transport accident: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V583,Occupant of pick-up truck or van injured in noncollision transport accident: Unspecified occupant of pick-up truck or van injured in nontraffic accident
Icd10Code,V584,Occupant of pick-up truck or van injured in noncollision transport accident: Person injured while boarding or alighting
Icd10Code,V585,Occupant of pick-up truck or van injured in noncollision transport accident: Driver injured in traffic accident
Icd10Code,V586,Occupant of pick-up truck or van injured in noncollision transport accident: Passenger injured in traffic accident
Icd10Code,V587,Occupant of pick-up truck or van injured in noncollision transport accident: Person on outside of vehicle injured in traffic accident
Icd10Code,V589,Occupant of pick-up truck or van injured in noncollision transport accident: Unspecified occupant of pick-up truck or van injured in traffic accident
Icd10Code,V59,Occupant of pick-up truck or van injured in other and unspecified transport accidents
Icd10Code,V590,Driver injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V591,Passenger injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V592,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in nontraffic accident
Icd10Code,V593,Occupant [any] of pick-up truck or van injured in unspecified nontraffic accident
Icd10Code,V594,Driver injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V595,Passenger injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V596,Unspecified occupant of pick-up truck or van injured in collision with other and unspecified motor vehicles in traffic accident
Icd10Code,V598,Occupant [any] of pick-up truck or van injured in other specified transport accidents
Icd10Code,V599,Occupant [any] of pick-up truck or van injured in unspecified traffic accident
Icd10Code,V60,Occupant of heavy transport vehicle injured in collision with pedestrian or animal
Icd10Code,V600,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Driver injured in nontraffic accident
Icd10Code,V601,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Passenger injured in nontraffic accident
Icd10Code,V602,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V603,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Unspecified occupant of heavy transport vehicle injured in nontraffic accident
Icd10Code,V604,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Person injured while boarding or alighting
Icd10Code,V605,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Driver injured in traffic accident
Icd10Code,V606,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Passenger injured in traffic accident
Icd10Code,V607,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Person on outside of vehicle injured in traffic accident
Icd10Code,V609,Occupant of heavy transport vehicle injured in collision with pedestrian or animal: Unspecified occupant of heavy transport vehicle injured in traffic accident
Icd10Code,V61,Occupant of heavy transport vehicle injured in collision with pedal cycle
Icd10Code,V610,Occupant of heavy transport vehicle injured in collision with pedal cycle: Driver injured in nontraffic accident
Icd10Code,V611,Occupant of heavy transport vehicle injured in collision with pedal cycle: Passenger injured in nontraffic accident
Icd10Code,V612,Occupant of heavy transport vehicle injured in collision with pedal cycle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V613,Occupant of heavy transport vehicle injured in collision with pedal cycle: Unspecified occupant of heavy transport vehicle injured in nontraffic accident
Icd10Code,V614,Occupant of heavy transport vehicle injured in collision with pedal cycle: Person injured while boarding or alighting
Icd10Code,V615,Occupant of heavy transport vehicle injured in collision with pedal cycle: Driver injured in traffic accident
Icd10Code,V616,Occupant of heavy transport vehicle injured in collision with pedal cycle: Passenger injured in traffic accident
Icd10Code,V617,Occupant of heavy transport vehicle injured in collision with pedal cycle: Person on outside of vehicle injured in traffic accident
Icd10Code,V619,Occupant of heavy transport vehicle injured in collision with pedal cycle: Unspecified occupant of heavy transport vehicle injured in traffic accident
Icd10Code,V62,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle
Icd10Code,V620,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Driver injured in nontraffic accident
Icd10Code,V621,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Passenger injured in nontraffic accident
Icd10Code,V622,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V623,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of heavy transport vehicle injured in nontraffic accident
Icd10Code,V624,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Person injured while boarding or alighting
Icd10Code,V625,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Driver injured in traffic accident
Icd10Code,V626,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Passenger injured in traffic accident
Icd10Code,V627,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V629,Occupant of heavy transport vehicle injured in collision with two- or three-wheeled motor vehicle: Unspecified occupant of heavy transport vehicle injured in traffic accident
Icd10Code,V63,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van"
Icd10Code,V630,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Driver injured in nontraffic accident"
Icd10Code,V631,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Passenger injured in nontraffic accident"
Icd10Code,V632,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in nontraffic accident"
Icd10Code,V633,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Unspecified occupant of heavy transport vehicle injured in nontraffic accident"
Icd10Code,V634,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Person injured while boarding or alighting"
Icd10Code,V635,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Driver injured in traffic accident"
Icd10Code,V636,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Passenger injured in traffic accident"
Icd10Code,V637,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Person on outside of vehicle injured in traffic accident"
Icd10Code,V639,"Occupant of heavy transport vehicle injured in collision with car, pick-up truck or van: Unspecified occupant of heavy transport vehicle injured in traffic accident"
Icd10Code,V64,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus
Icd10Code,V640,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Driver injured in nontraffic accident
Icd10Code,V641,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Passenger injured in nontraffic accident
Icd10Code,V642,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V643,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Unspecified occupant of heavy transport vehicle injured in nontraffic accident
Icd10Code,V644,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Person injured while boarding or alighting
Icd10Code,V645,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Driver injured in traffic accident
Icd10Code,V646,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Passenger injured in traffic accident
Icd10Code,V647,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Person on outside of vehicle injured in traffic accident
Icd10Code,V649,Occupant of heavy transport vehicle injured in collision with heavy transport vehicle or bus: Unspecified occupant of heavy transport vehicle injured in traffic accident
Icd10Code,V65,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle
Icd10Code,V650,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Driver injured in nontraffic accident
Icd10Code,V651,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Passenger injured in nontraffic accident
Icd10Code,V652,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in nontraffic accident
Icd10Code,V653,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Unspecified occupant of heavy transport vehicle injured in nontraffic accident
Icd10Code,V654,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Person injured while boarding or alighting
Icd10Code,V655,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Driver injured in traffic accident
Icd10Code,V656,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Passenger injured in traffic accident
Icd10Code,V657,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Person on outside of vehicle injured in traffic accident
Icd10Code,V659,Occupant of heavy transport vehicle injured in collision with railway train or railway vehicle: Unspecified occupant of heavy transport vehicle injured in traffic accident
Icd10Code,V66,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle
Icd10Code,V660,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Driver injured in nontraffic accident
Icd10Code,V661,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Passenger injured in nontraffic accident
Icd10Code,V662,Occupant of heavy transport vehicle injured in collision with other nonmotor vehicle: Person on outside of vehicle injured in nontraffic accident
